booth,station,station_name,line_name,division,borough,right_of_way,location,position,access,into,status,tracked_as,details,has_booth,lat,lon
R108A,WTC-CORTLANDT,WTC Cortlandt,1,IRT,M,Greenwich St,Dey St,,S/B,,Open,,,0,40.711575,-74.012089
R109,WTC-CORTLANDT,WTC Cortlandt,1,IRT,M,Greenwich St,Cortlandt St,,N/B,Westfield 4 WTC,Open,,,0,40.711178,-74.012135
R110,WALL ST,Wall St,23,IRT,M,William St,Wall St,S/S,Mez,,Open,,,0,40.706304,-74.009566
R111,WALL ST,Wall St,23,IRT,M,William St,Wall St,N/S,Mez,,Open,,,1,40.706433,-74.009466
R112,WALL ST,Wall St,23,IRT,M,William St,Pine St,,Mez,,Open,,,0,40.706862,-74.008951
R112A,WALL ST,Wall St,23,IRT,M,William St,Cedar St,,Mez,1 Chase Manhattan Plaza,Open,,,1,40.707362,-74.008819
R113,FULTON ST,Fulton St,2345ACJZ,IRT,M,William St,John St,,Mez,,Open,,,0,40.709077,-74.006860
R113A,FULTON ST,Fulton St,2345ACJZ,IRT,M,William St,Fulton St,,Mez,,Open,N098,,0,40.709507,-74.006428
R114,FULTON ST,Fulton St,2345ACJZ,IRT,M,William St,Ann St,,Mez,,Open,,,0,40.709693,-74.006214
R115,PARK PLACE,Park Place,23ACE,IRT,M,Park Pl,Broadway,,Mez,,Open,,,1,40.712761,-74.008137
R116,CHAMBERS ST,Chambers St,123,IRT,M,W Broadway,Chambers St,,Mez,,Open,,,1,40.715533,-74.009251
R117,FRANKLIN ST,Franklin St,1,IRT,M,Varick St,Franklin St,,N/B,,Open,,,1,40.719043,-74.006776
R118,FRANKLIN ST,Franklin St,1,IRT,M,Varick St,Franklin St,,S/B,,Open,,,0,40.719100,-74.007141
R119,CANAL ST,Canal St,1,IRT,M,Varick St,Canal St,,N/B,,Open,,,1,40.722381,-74.006154
R120,CANAL ST,Canal St,1,IRT,M,Varick St,Canal St,,S/B,,Open,,,0,40.722690,-74.006465
R121,HOUSTON ST,Houston St,1,IRT,M,Varick St,King St,,N/B,,Open,,,0,40.727881,-74.005320
R122,HOUSTON ST,Houston St,1,IRT,M,Varick St,King St,,S/B,,Open,,,0,40.727901,-74.005572
R123,HOUSTON ST,Houston St,1,IRT,M,Varick St,W Houston St,,N/B,,Open,,,1,40.728589,-74.005166
R124,HOUSTON ST,Houston St,1,IRT,M,Varick St,W Houston St,,S/B,,Open,,,0,40.728619,-74.005503
R125,CHRISTOPHER ST,Christopher St-Sheridan Sq,1,IRT,M,7th Ave S,Grove St,,N/B,,Open,,,1,40.733481,-74.002778
R126,CHRISTOPHER ST,Christopher St-Sheridan Sq,1,IRT,M,7th Ave S,Christopher St,,S/B,,Open,,,0,40.733591,-74.002952
R127,14 ST,14 St,123FLM,IRT,M,7th Ave,W 14th St,,Mez,,Open,,,1,40.738442,-73.999755
R128,14 ST,14 St,123FLM,IRT,M,7th Ave,W 12th St,,Mez,,Open,,,0,40.737317,-74.000595
R129,18 ST,18 St,1,IRT,M,7th Ave,W 18th St,,N/B,,Open,,,1,40.740981,-73.997683
R130,18 ST,18 St,1,IRT,M,7th Ave,W 18th St,,S/B,,Open,,,0,40.741133,-73.998029
R131,23 ST,23 St,1,IRT,M,7th Ave,W 23rd St,,N/B,,Open,,,1,40.744049,-73.995505
R132,23 ST,23 St,1,IRT,M,7th Ave,W 23rd St,,S/B,,Open,,,0,40.744178,-73.995810
R133,28 ST,28 St,1,IRT,M,7th Ave,W 28th St,,N/B,,Open,,,1,40.747155,-73.993169
R134,28 ST,28 St,1,IRT,M,7th Ave,W 28th St,,S/B,,Open,,,0,40.747338,-73.993553
R135,34 ST-PENN STA,34 St-Penn Station,123,IRT,M,7th Ave,W 32nd St,,Mez,Penn Station NJ Transit,Open,,,1,40.749775,-73.991627
R137,34 ST-PENN STA,34 St-Penn Station,123,IRT,M,7th Ave,W 32nd St,,N/B,,Closed,,Temporary closure,,40.749730,-73.991437
R138,34 ST-PENN STA,34 St-Penn Station,123ACE,IRT,M,7th Ave,W 33rd St,,Mez,Penn Station LIRR,Open,,,1,40.750331,-73.991103
R139,34 ST-PENN STA,34 St-Penn Station,123,IRT,M,7th Ave,W 33rd St,,N/B,,Open,,,0,40.750250,-73.990915
R140,34 ST-PENN STA,34 St-Penn Station,123ACE,IRT,M,7th Ave,W 33rd St,,S/B,,Closed,R138,HEET,0,40.750460,-73.991263
R141,34 ST-PENN STA,34 St-Penn Station,123,IRT,M,7th Ave,W 34th St,,N/B,,Open,,,1,40.750913,-73.990390
R142,34 ST-PENN STA,34 St-Penn Station,123ACE,IRT,M,7th Ave,W 34th St,,S/B,,Open,,,,40.751116,-73.990874
R143,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,7th Ave,W 40th St,,Mez,,Open,,,0,40.754715,-73.987910
R144,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,Broadway,W 41st St,,Mez,,Open,R145,HEET,0,40.755100,-73.986782
R145,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,7th Ave,W 41st St,E/S,Mez,,Open,,,1,40.755294,-73.987281
R146,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,7th Ave,W 41st St,W/S,Mez,,Open,R145,Reconfigured,0,40.755511,-73.987766
R147,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,7th Ave,W 42nd St,E/S,Mez,,Open,,,1,40.755813,-73.986842
R148,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,Broadway,W 42nd St,SE cnr,Mez,,Open,,,0,40.755688,-73.986317
R150,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,7th Ave,W 42nd St,NE cnr,Mez,,Closed,,,0,40.756062,-73.986695
R151,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,7th Ave,W 42nd St,W/S,Mez,,Open,,,1,40.756113,-73.987098
R153,TIMES SQ-42 ST,Times Sq-42 St,1237ACENQRSW,IRT,M,Broadway,W 43rd St,,Mez,,Open,,,0,40.756001,-73.986459
R154,50 ST,50 St,1,IRT,M,Broadway,W 50th St,,S/B,,Open,,,0,40.761479,-73.984180
R155,50 ST,50 St,1,IRT,M,Broadway,W 50th St,,N/B,,Open,,,1,40.761352,-73.983894
R158,59 ST COLUMBUS,59 St-Columbus Circle,1ABCD,IRT,M,Broadway,W 59th-60th Sts,,S/B,,Open,,,1,40.768693,-73.982126
R159,66 ST-LINCOLN,66 St-Lincoln Center,1,IRT,M,Broadway,W 66th St,,N/B,,Open,,,0,40.773682,-73.982049
R160,66 ST-LINCOLN,66 St-Lincoln Center,1,IRT,M,Broadway,W 66th St,,S/B,,Open,,,1,40.773837,-73.982403
R160A,66 ST-LINCOLN,66 St-Lincoln Center,1,IRT,M,Broadway,W 65th St,,S/B,,Open,,,0,40.772805,-73.982411
R161,72 ST,72 St,123,IRT,M,Broadway,W 72nd St,S/S,Mez,,Open,R161A,,0,40.778571,-73.981932
R161A,72 ST,72 St,123,IRT,M,Broadway,W 72nd St,S/S,Mez,,Open,,,0,40.778479,-73.981948
R161B,72 ST,72 St,123,IRT,M,Broadway,W 72nd St,N/S,Mez,,Open,,,1,40.778959,-73.981864
R162,79 ST,79 St,1,IRT,M,Broadway,W 79th St,,S/B,,Open,,,1,40.783981,-73.980107
R163,79 ST,79 St,1,IRT,M,Broadway,W 79th St,,N/B,,Open,,,0,40.783725,-73.979860
R164,86 ST,86 St,1,IRT,M,Broadway,W 86th St,,S/B,,Open,,,1,40.788445,-73.976633
R165,86 ST,86 St,1,IRT,M,Broadway,W 86th St,,N/B,,Open,,,0,40.788202,-73.976381
R166,86 ST,86 St,1,IRT,M,Broadway,W 87th St,,S/B,,Open,,,1,40.788967,-73.976196
R168,96 ST,96 St,123,IRT,M,Broadway,W 96th St,,S/B,,Closed,,Moved to R169,1,40.794567,-73.972075
R168A,96 ST,96 St,123,IRT,M,Broadway,W 94th St,,Mez,,Open,,,,40.793076,-73.972960
R169,96 ST,96 St,123,IRT,M,Broadway,W 96th St,,N/B,,Open,,,,40.794192,-73.972138
R170,103 ST,103 St,1,IRT,M,Broadway,W 103rd St,,Mez,,Open,,,1,40.799263,-73.968479
R171,CATHEDRAL PKWY,Cathedral Pkwy (110 St),1,IRT,M,Broadway,W 110th St,,N/B,,Open,,,0,40.804054,-73.966557
R172,CATHEDRAL PKWY,Cathedral Pkwy (110 St),1,IRT,M,Broadway,W 110th St,,S/B,,Open,,,1,40.804310,-73.966836
R173,116 ST-COLUMBIA,116 St-Columbia University,1,IRT,M,Broadway,W 116th St,,Mez,,Open,,,1,40.808284,-73.963748
R174,125 ST,125 St,1,IRT,M,Broadway,W 125th St,,Mez,,Open,,,1,40.815434,-73.958495
R175,137 ST CITY COL,137 St-City College,1,IRT,M,Broadway,W 137th St,,N/B,,Open,,,0,40.821452,-73.953921
R176,137 ST CITY COL,137 St-City College,1,IRT,M,Broadway,W 137th St,,S/B,,Open,,,1,40.821503,-73.954267
R177,145 ST,145 St,1,IRT,M,Broadway,W 145th St,,N/B,,Open,,,0,40.826362,-73.950281
R178,145 ST,145 St,1,IRT,M,Broadway,W 145th St,,S/B,,Open,,,1,40.826514,-73.950635
R179,157 ST,157 St,1,IRT,M,Broadway,W 157th St,,N/B,,Open,,,0,40.833999,-73.944718
R180,157 ST,157 St,1,IRT,M,Broadway,W 157th St,,S/B,,Open,,,1,40.834145,-73.945058
R182,168 ST,168 St-Washington Hts,1AC,IRT,M,Broadway,W 168th St,,Mez,,Open,,,0,40.840899,-73.940048
R183,181 ST,181 St,1,IRT,M,St Nicholas Ave,W 181st St,,Mez,,Open,,,1,40.849368,-73.933366
R185,191 ST,191 St,1,IRT,M,St Nicholas Ave,W 191st St,,Mez,,Open,,,1,40.855509,-73.929595
R186,DYCKMAN ST,Dyckman St,1,IRT,M,Hillside Ave,Dyckman St,,Mez,,Open,,,1,40.861136,-73.925130
R187,207 ST,207 St,1,IRT,M,10th Ave,W 207th St,,N/B,,Open,R188,,0,40.864442,-73.918801
R188,207 ST,207 St,1,IRT,M,10th Ave,W 207th St,,S/B,,Open,,,1,40.864463,-73.919089
R189,215 ST,215 St,1,IRT,M,10th Ave,W 215th St,,N/B,,Open,R190,,0,40.869529,-73.915064
R190,215 ST,215 St,1,IRT,M,10th Ave,W 215th St,,S/B,,Open,,,1,40.869613,-73.915304
R191,MARBLE HILL-225,Marble Hill-225 St,1,IRT,M,Broadway,W 225th St,,N/B,,Open,R192,,0,40.874219,-73.910183
R192,MARBLE HILL-225,Marble Hill-225 St,1,IRT,M,Broadway,W 225th St,,S/B,,Open,,,1,40.874322,-73.910415
R193,231 ST,231 St,1,IRT,Bx,Broadway,W 231st St,,N/B,,Open,R194,,0,40.878899,-73.904668
R194,231 ST,231 St,1,IRT,Bx,Broadway,W 231st St,,S/B,,Open,,,1,40.879000,-73.904924
R195,238 ST,238 St,1,IRT,Bx,Broadway,W 238th St,,N/B,,Open,R196,,0,40.885048,-73.900516
R196,238 ST,238 St,1,IRT,Bx,Broadway,W 238th St,,S/B,,Open,,,1,40.885061,-73.900800
R197,V.CORTLANDT PK,Van Cortlandt Park-242 St,1,IRT,Bx,Broadway,W 242nd St,,Mez,,Open,,,1,40.889994,-73.898296
R200A,BOWLING GREEN,Bowling Green,45,IRT,M,Broadway,Bowling Green,,Mez,,Open,,,1,40.704662,-74.013825
R201,BOWLING GREEN,Bowling Green,45,IRT,M,Broadway,Battery Pl,,Mez,,Open,,,0,40.704715,-74.014183
R202,BOWLING GREEN,Bowling Green,45,IRT,M,Broadway,State St,,Mez,,Open,,,0,40.704090,-74.014533
R203,WALL ST,Wall St,45,IRT,M,Broadway,Rector St,,N/B,,Open,,,1,40.707395,-74.011880
R203A,WALL ST,Wall St,45,IRT,M,Broadway,Pine St,,N/B,,Open,,,0,40.708056,-74.010748
R204,WALL ST,Wall St,45,IRT,M,Broadway,Rector St,,S/B,,Open,,Historic booth (not active),1,40.707474,-74.012068
R204A,WALL ST,Wall St,45,IRT,M,Broadway,Pine St,,S/B,Equitable Building,Open,,,0,40.708359,-74.011303
R205,FULTON ST,Fulton St,ACJZ2345,IRT,M,Broadway,John St,,N/B,,Closed,,,0,40.710245,-74.009409
R205A,FULTON ST,Fulton St,2345ACJZ,IRT,M,Broadway,Cortlandt St,,N/B,,Open,,,0,40.709736,-74.009958
R206,FULTON ST,Fulton St,2345ACJZ,IRT,M,Broadway,Dey St,,S/B,,Open,,,0,40.710435,-74.009593
R206A,FULTON ST,Fulton St,2345ACJZ,IRT,M,Broadway,Cortlandt St,,S/B,,Open,R205A,,0,40.709803,-74.010108
R208,FULTON ST,Fulton St,2345ACJZ,IRT,M,Broadway,Fulton St,,S/B,,Open,,,0,40.710992,-74.009279
R210,BROOKLYN BRIDGE,Brooklyn Bridge-City Hall,456JZ,IRT,M,Centre St,Brooklyn Bridge,,Mez,,Open,,,1,40.712661,-74.004908
R210A,BROOKLYN BRIDGE,Brooklyn Bridge-City Hall,456JZ,IRT,M,Centre St,Reade St,,Mez,,Open,,,0,40.713652,-74.003686
R214,CANAL ST,Canal St,JNQRZ6,IRT,M,Lafayette St,Canal St,,S/B,,Open,A046,Adjacent C/A,0,40.718533,-74.000666
R215,SPRING ST,Spring St,6,IRT,M,Lafayette St,Spring St,,N/B,,Open,,,1,40.722228,-73.996988
R216,SPRING ST,Spring St,6,IRT,M,Lafayette St,Spring St,,S/B,,Open,,,0,40.722372,-73.997299
R217,BLEECKER ST,Bleecker St,6BDFM,IRT,M,Lafayette St,Bleecker St,,N/B,,Open,R217A,,0,40.725833,-73.994417
R217A,BLEECKER ST,Bleecker St,6BDFM,IRT,M,Lafayette St,E Houston St,,N/B,,Open,,,,40.725052,-73.995174
R218,BLEECKER ST,Bleecker St,6BDFM,IRT,M,Lafayette St,Bleecker St,,S/B,,Open,N519A,Adjacent C/A,0,40.726004,-73.994785
R219,ASTOR PL,Astor Pl,6,IRT,M,Lafayette St,Astor Pl,,N/B,,Open,,,1,40.730019,-73.990944
R220,ASTOR PL,Astor Pl,6,IRT,M,Lafayette St,Astor Pl,,S/B,,Open,,,0,40.730125,-73.991363
R221,14 ST-UNION SQ,14 St-Union Sq,456LNQRW,IRT,M,Union Sq E,E 14th St,,Mez,,Open,,,1,40.734470,-73.989671
R226,23 ST,23 St,6,IRT,M,Park Ave S,E 23rd St,,S/B,,Open,,,,40.740321,-73.986517
R226A,23 ST,23 St,6,IRT,M,Park Ave S,E 22nd St,,S/B,,Open,,,,40.739587,-73.987022
R227,23 ST,23 St,6,IRT,M,Park Ave S,E 23rd St,,N/B,,Open,,,,40.740167,-73.986182
R227A,23 ST,23 St,6,IRT,M,Park Ave S,E 22nd St,,N/B,,Open,,,,40.739459,-73.986700
R228,28 ST,28 St,6,IRT,M,Park Ave S,E 28th St,,S/B,,Open,,,0,40.743416,-73.984295
R229,28 ST,28 St,6,IRT,M,Park Ave S,E 28th St,,N/B,,Open,,,1,40.743245,-73.983860
R230,28 ST,28 St,6,IRT,M,Park Ave S,E 27th St,,S/B,,Open,,,0,40.742753,-73.984692
R231,33 ST,33 St,6,IRT,M,Park Ave S,E 33rd St,,N/B,,Open,,,0,40.746372,-73.981589
R231A,33 ST,33 St,6,IRT,M,Park Ave S,E 32nd St,,N/B,,Open,,,0,40.745750,-73.982110
R232,33 ST,33 St,6,IRT,M,Park Ave S,E 33rd St,,S/B,,Open,,,1,40.746472,-73.981976
R232A,33 ST,33 St,6,IRT,M,Park Ave S,E 32nd St,,S/B,,Open,,,0,40.745877,-73.982407
R233,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,E 42nd St,Madison Ave,W/S,Mez,,Open,R236,HEET,0,40.752988,-73.979692
R234,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,E 42nd St,Madison Ave,E/S,Mez,,Closed,,,0,40.752690,-73.979000
R235,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,E 42nd St,Madison-Vanderbilt Aves,,Mez,,Open,,,0,40.752584,-73.978474
R236,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,E 42nd St,Vanderbilt Ave,,Mez,,Open,,,0,40.752474,-73.978495
R237,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Pershing Sq,E 41st-42nd Sts,,Mez,,Open,,,0,40.751727,-73.977306
R237A,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Park Ave,E 42nd St,SE cnr,Mez,,Exit-only,R238,,0,40.751598,-73.976838
R237B,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Lexington Ave,E 42nd St,SW cnr,Mez,Chanin Building,Open,,,0,40.751558,-73.976508
R238,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Park Ave,E 42nd St,NE cnr,Mez,Grand Central Terminal,Open,,,1,40.751917,-73.976978
R238A,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Park Ave,E 42nd St,NW cnr,Mez,Grand Central Terminal,Open,,,0,40.752015,-73.977219
R240,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Lexington Ave,E 42nd St,NW cnr,Mez,,Open,,,1,40.751913,-73.976155
R240A,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,Lexington Ave,E 42nd St,NE cnr,Mez,,Open,R240,Adjacent C/A,0,40.751942,-73.976033
R241A,GRD CNTRL-42 ST,Grand Central-42 St,4567S,IRT,M,E 42nd St,3rd Ave,,Mez,,Open,,,0,40.750863,-73.975188
R242,51 ST,51 St,6,IRT,M,Lexington Ave,E 51st St,,S/B,,Open,,,1,40.757217,-73.972090
R242A,51 ST,51 St,6,IRT,M,Lexington Ave,E 50th St,,S/B,,Open,,,0,40.757024,-73.971681
R243,51 ST,51 St,6,IRT,M,Lexington Ave,E 51st St,,N/B,,Open,,,0,40.756687,-73.972348
R244,59 ST,59 St,456NQRW,IRT,M,Lexington Ave,E 60th St,,S/B,,Open,,,1,40.762777,-73.967944
R244A,59 ST,59 St,456NQRW,IRT,M,Lexington Ave,E 59th St,,S/B,,Open,,,0,40.762251,-73.968342
R245,59 ST,59 St,456NQRW,IRT,M,Lexington Ave,E 60th St,,N/B,,Open,,,0,40.762718,-73.967509
R245A,59 ST,59 St,456NQRW,IRT,M,Lexington Ave,E 59th St,,N/B,,Open,,,0,40.762101,-73.968085
R246,68ST-HUNTER CO,68 St-Hunter College,6,IRT,M,Lexington Ave,E 68th St,,Mez,,Open,,,1,40.767921,-73.964088
R246A,68ST-HUNTER CO,68 St-Hunter College,6,IRT,M,Lexington Ave,E 68th-69th Sts,,N/B,,Open,R246,,0,40.768128,-73.963722
R246B,68ST-HUNTER CO,68 St-Hunter College,6,IRT,M,Lexington Ave,E 69th St,,S/B,,Closed,R246,Under Construction,0,40.768488,-73.963816
R247,77 ST,77 St,6,IRT,M,Lexington Ave,E 77th St,,N/B,,Open,,,0,40.773563,-73.959660
R248,77 ST,77 St,6,IRT,M,Lexington Ave,E 77th St,,S/B,,Open,,,1,40.773734,-73.960063
R249,86 ST,86 St,456,IRT,M,Lexington Ave,E 86th St,,N/B,,Open,,,0,40.779448,-73.955428
R250,86 ST,86 St,456,IRT,M,Lexington Ave,E 86th St,,S/B,,Open,,,1,40.779590,-73.955785
R251,96 ST,96 St,6,IRT,M,Lexington Ave,E 96th St,,Mez,,Open,,,1,40.785947,-73.950878
R252,103 ST,103 St,6,IRT,M,Lexington Ave,E 103rd St,,Mez,,Open,,,1,40.790153,-73.947810
R253,110 ST,110 St,6,IRT,M,Lexington Ave,E 110th St,,N/B,,Open,,,0,40.794735,-73.944229
R254,110 ST,110 St,6,IRT,M,Lexington Ave,E 110th St,,S/B,,Open,,,1,40.794898,-73.944608
R255,110 ST,110 St,6,IRT,M,Lexington Ave,E 111th St,,N/B,,Closed,,,0,40.795409,-73.943883
R256,116 ST,116 St,6,IRT,M,Lexington Ave,E 116th St,,S/B,,Open,,,1,40.798703,-73.941775
R257,116 ST,116 St,6,IRT,M,Lexington Ave,E 116th St,,N/B,,Open,,,0,40.798601,-73.941534
R258,125 ST,125 St,456,IRT,M,Lexington Ave,E 125th St,,Mez,,Open,,,1,40.804336,-73.937325
R259,138/GRAND CONC,138 St-Grand Concourse,45,IRT,Bx,Grand Concourse,E 138th St,,Mez,,Open,,,1,40.813223,-73.929808
R260,149/GRAND CONC,149 St-Grand Concourse,245,IRT,Bx,,,,,,Open,,,,,
R261,149/GRAND CONC,149 St-Grand Concourse,245,IRT,Bx,,,,,,Open,,,,,
R262,161/YANKEE STAD,161 St-Yankee Stadium,4BD,IRT,Bx,River Ave,E 161st St,,Mez,,Open,,,0,40.827873,-73.925914
R262A,161/YANKEE STAD,161 St-Yankee Stadium,4BD,IRT,Bx,River Ave,E 160th St,N,Mez,,Open,,,1,40.827507,-73.926311
R262B,161/YANKEE STAD,161 St-Yankee Stadium,4BD,IRT,Bx,River Ave,E 160th St,S,Mez,,Open,,,1,40.827424,-73.926362
R283,167 ST,167 St,4,IRT,Bx,River Ave,E 167th St,,Mez,,Open,,,1,40.835735,-73.921298
R284,170 ST,170 St,4,IRT,Bx,Jerome Ave,170th St,,Mez,,Open,,,1,40.840113,-73.917789
R285,MT EDEN AV,Mt Eden Av,4,IRT,Bx,Jerome Ave,E Mount Eden Ave,,Mez,,Open,,,1,40.844544,-73.914627
R286,176 ST,176 St,4,IRT,Bx,Jerome Ave,E 176th St,,Mez,,Open,,,1,40.848547,-73.911769
R287,BURNSIDE AV,Burnside Av,4,IRT,Bx,Jerome Ave,E Burnside Ave,,Mez,,Open,,,1,40.853471,-73.907684
R288,183 ST,183 St,4,IRT,Bx,Jerome Ave,E 183rd St,,Mez,,Open,,,1,40.858362,-73.903908
R289,FORDHAM RD,Fordham Rd,4,IRT,Bx,Jerome Ave,E Fordham Rd,,Mez,,Open,,,1,40.862685,-73.901141
R290,KINGSBRIDGE RD,Kingsbridge Rd,4,IRT,Bx,Jerome Ave,E Kingsbridge Rd,,Mez,,Open,,,1,40.867714,-73.897218
R291,BEDFORD PK BLVD,Bedford Park Blvd-Lehman College,4,IRT,Bx,Jerome Ave,Bedford Park Blvd,,Mez,,Open,,,1,40.873401,-73.890238
R293,MOSHOLU PKWY,Mosholu Pkwy,4,IRT,Bx,Jerome Ave,Mosholu Pkwy,,Mez,,Open,,,1,40.879945,-73.884455
R294,WOODLAWN,Woodlawn,4,IRT,Bx,Jerome Ave,Bainbridge Ave,,Mez,,Open,,,1,40.886873,-73.878163
R301,CENTRAL PK N110,Central Park North (110 St),23,IRT,M,Malcolm X Blvd,W 110th St,,Mez,,Open,,,1,40.798534,-73.952361
R302,116 ST,116 St,23,IRT,M,Malcolm X Blvd,W 116th St,,S/B,,Open,,,1,40.802124,-73.949888
R303,116 ST,116 St,23,IRT,M,Malcolm X Blvd,W 116th St,,N/B,,Open,,,0,40.801994,-73.949598
R304,125 ST,125 St,23,IRT,M,Malcolm X Blvd,W 125th St,,S/B,,Open,,,1,40.807855,-73.945670
R305,125 ST,125 St,23,IRT,M,Malcolm X Blvd,W 125th St,,N/B,,Open,,,0,40.807761,-73.945407
R306,135 ST,135 St,23,IRT,M,Malcolm X Blvd,W 135th St,,S/B,,Open,,,1,40.814174,-73.941011
R307,135 ST,135 St,23,IRT,M,Malcolm X Blvd,W 135th St,,N/B,,Open,,,0,40.814086,-73.940777
R308,145 ST,145 St,3,IRT,M,Malcolm X Blvd,W 145th St,,S/B,,Open,,,1,40.820506,-73.936381
R309,HARLEM 148 ST,Harlem-148 St,3,IRT,M,W 149th St,Adam Clayton Powell Jr Blvd,,Mez,,Open,,,1,40.824059,-73.936944
R310,3 AV-149 ST,3 Av-149 St,25,IRT,Bx,E 149th St,3rd Ave,,S/B,,Open,,,1,40.816201,-73.917712
R311,3 AV-149 ST,3 Av-149 St,25,IRT,Bx,E 149th St,3rd Ave,,N/B,,Open,,,0,40.815964,-73.917865
R312,JACKSON AV,Jackson Av,25,IRT,Bx,Westchester Ave,Jackson Ave,,Mez,,Open,,,1,40.816737,-73.907693
R314,PROSPECT AV,Prospect Av,25,IRT,Bx,Westchester Ave,Prospect Ave,,S/B,,Open,,,1,40.819749,-73.901792
R315,PROSPECT AV,Prospect Av,25,IRT,Bx,Westchester Ave,Prospect Ave,,N/B,,Open,,,0,40.819584,-73.901526
R316,INTERVALE AV,Intervale Av,25,IRT,Bx,Westchester Ave,Intervale Ave,,Mez,,Open,,,1,40.822220,-73.896717
R317,SIMPSON ST,Simpson St,25,IRT,Bx,Westchester Ave,Simpson St,,N/B,,Open,,,0,40.823949,-73.892945
R318,SIMPSON ST,Simpson St,25,IRT,Bx,Westchester Ave,Simpson St,,S/B,,Open,,,1,40.824319,-73.892953
R319,FREEMAN ST,Freeman St,25,IRT,Bx,Southern Blvd,Freeman St,,N/B,,Open,,,0,40.830149,-73.891652
R320,FREEMAN ST,Freeman St,25,IRT,Bx,Southern Blvd,Freeman St,,S/B,,Open,,,1,40.830149,-73.892036
R321,174 ST,174 St,25,IRT,Bx,Southern Blvd/Boston Rd,E 174th St,,N/B,,Open,,,0,40.837305,-73.887559
R322,174 ST,174 St,25,IRT,Bx,Southern Blvd/Boston Rd,E 174th St,,S/B,,Open,,,1,40.837443,-73.887806
R323,WEST FARMS SQ,West Farms Sq-E Tremont Av,25,IRT,Bx,Boston Rd,E Tremont Ave,,Mez,,Open,,,1,40.840456,-73.879881
R323A,WEST FARMS SQ,West Farms Sq-E Tremont Av,25,IRT,Bx,Boston Rd,E 178th St,,Mez,,Open,R323,HEET,0,40.840967,-73.879431
R325,E 180 ST,E 180 St,25,IRT,Bx,White Plains Rd Line,E 180th St,,Mez,,Open,,,1,40.841620,-73.873178
R326,BRONX PARK EAST,Bronx Park East,25,IRT,Bx,Birchall Ave,Sagamore St,,Mez,,Open,,,1,40.848982,-73.868383
R327,PELHAM PKWY,Pelham Pkwy,25,IRT,Bx,White Plains Rd,Pelham Pkwy S,,Mez,,Open,,,1,40.856554,-73.867637
R328,PELHAM PKWY,Pelham Pkwy,25,IRT,Bx,White Plains Rd,Pelham Pkwy N,,Mez,,Open,,,0,40.857930,-73.867605
R329,ALLERTON AV,Allerton Av,25,IRT,Bx,White Plains Rd,Allerton Ave,,Mez,,Open,,,1,40.865435,-73.867360
R330,BURKE AV,Burke Av,25,IRT,Bx,White Plains Rd,Burke Ave,,Mez,,Open,,,1,40.871443,-73.867174
R331,GUN HILL RD,Gun Hill Rd,25,IRT,Bx,White Plains Rd,Gun Hill Rd,,Mez,,Open,,,1,40.877624,-73.866501
R332,219 ST,219 St,25,IRT,Bx,White Plains Rd,E 219th St,,Mez,,Open,,,1,40.883592,-73.862813
R333,225 ST,225 St,25,IRT,Bx,White Plains Rd,E 225th St,,Mez,,Open,,,1,40.887808,-73.860482
R334,233 ST,233 St,25,IRT,Bx,White Plains Rd,E 233rd St,,Mez,,Open,,,1,40.893403,-73.857386
R335,NEREID AV,Nereid Av,25,IRT,Bx,White Plains Rd,Nereid Ave,,Mez,,Open,,,1,40.898457,-73.854309
R336,WAKEFIELD/241,Wakefield-241 St,2,IRT,Bx,White Plains Rd,E 241st St,,Mez,,Open,,,1,40.903432,-73.850378
R400,3 AV 138 ST,3 Av-138 St,6,IRT,Bx,E 138th St,3rd Ave,,Mez,,Open,R401,,0,40.810770,-73.926789
R401,3 AV 138 ST,3 Av-138 St,6,IRT,Bx,E 138th St,Alexander Ave,,Mez,,Open,,,1,40.810213,-73.925489
R402,BROOK AV,Brook Av,6,IRT,Bx,E 138th St,Brook Ave,,S/B,,Open,,,1,40.807697,-73.919152
